base_revision,candidate_type,path_or_object,exact_match,reason,sha256
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_deep_study_protocol_repair/outputs/flowstar_provenance_manifest.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,494a39cbdda4d3f476268c0a46305ca832dc76aba80bf65ae493d6a7b562ac07
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_deep_study_protocol_repair/outputs/flowstar_provenance_manifest.md,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,67490208864e87d73020bd2423aec25bc4fbf2d3517cdb947ae2011a0204ae88
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_bench/experiments/first_order_three_way/results/20260723T164702Z/flowstar_manifest_smoke.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2f1cae4eba778e1825d8e71422e59af9c917cfe1e578d686659e0f4704346236
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_bench/experiments/first_order_three_way/results/20260723T173852Z/flowstar_manifest_full.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,92570e36368a0c3e45f057c6882887319e2b09c4b39016b24a1c9693edf193e1
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_bench/experiments/first_order_three_way/results/smoke_20260723T170552Z/flowstar_manifest_smoke.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,6364302f1e417ce52197c5f0de468ad268b4493376dbad5aabd3a203040e7e90
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_bench/experiments/first_order_three_way/results/smoke_20260723T171635Z/flowstar_manifest_smoke.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,c902aabea4a7999de026cefb074d5e72b0e7bdc28babc8a841b41e836a8b2b9a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_bench/experiments/first_order_three_way/results/smoke_20260723T173852Z/flowstar_manifest_smoke.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,720d0ab892d31ce82b092e86224c36244d6515166d43933fbfa6b668c3c3b02b
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_bench/outputs/flowstar_provenance_manifest.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,494a39cbdda4d3f476268c0a46305ca832dc76aba80bf65ae493d6a7b562ac07
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_bench/outputs/flowstar_provenance_manifest.md,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,67490208864e87d73020bd2423aec25bc4fbf2d3517cdb947ae2011a0204ae88
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_followup/experiments/first_order_three_way/results/20260723T173852Z/flowstar_manifest_full.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,92570e36368a0c3e45f057c6882887319e2b09c4b39016b24a1c9693edf193e1
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_followup/outputs/flowstar_provenance_manifest.json,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,494a39cbdda4d3f476268c0a46305ca832dc76aba80bf65ae493d6a7b562ac07
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_first_order_followup/outputs/flowstar_provenance_manifest.md,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,67490208864e87d73020bd2423aec25bc4fbf2d3517cdb947ae2011a0204ae88
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_fixed_object_baseline_4bb10d5/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/diffreach_patches/dd628_explicit_f64_full_trace.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,bb23a66332bbc55171447cec5f45ff8ac625b10680cf2b491a8e39a9c0131a9e
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_causal_closure_20260813/outputs/flowstar_torch_causal_mechanism_closure_20260813/20260813T060020Z/00_identity_provenance/flowstar_instrumentation_final.diff,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,edd23188ca840fb6099f46e980bf49b05f3eb26f8640e060b9fa91cee5e37077
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_scalar_affine_correctness_closure/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/diffreach_patches/dd628_explicit_f64_full_trace.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,bb23a66332bbc55171447cec5f45ff8ac625b10680cf2b491a8e39a9c0131a9e
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_flowstar_source_carry_20260813/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_generic_batched_tm_vdp_t10/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/flowstar_step1_stage_observer_20260813.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e2f9186e1576502d45771dfc5c244998680a1947d5c5bde7b8251536d7ac813c
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/diffreach_patches/dd628_explicit_f64_full_trace.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,bb23a66332bbc55171447cec5f45ff8ac625b10680cf2b491a8e39a9c0131a9e
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_h1_clean_replay_43be6d3/outputs/flowstar_torch_causal_mechanism_closure_20260813/20260813T060020Z/00_identity_provenance/flowstar_instrumentation_final.diff,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,edd23188ca840fb6099f46e980bf49b05f3eb26f8640e060b9fa91cee5e37077
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_huan_proof_closure_20260826/experiments/flowstar_step1_stage_observer_20260813.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,e2f9186e1576502d45771dfc5c244998680a1947d5c5bde7b8251536d7ac813c
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_huan_proof_closure_20260826/experiments/diffreach_patches/dd628_explicit_f64_full_trace.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,bb23a66332bbc55171447cec5f45ff8ac625b10680cf2b491a8e39a9c0131a9e
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_huan_proof_closure_20260826/experiments/flowstar_observation/observation_hooks.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,49e5250e71c53d4d4a99a9be57cb18856a385215f4f633ab735746d3d54be430
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_huan_proof_closure_20260826/experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_huan_proof_closure_20260826/experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
ALL_RECORDED_BASES,archive_or_log_file,torch_tm_flowpipe_huan_proof_closure_20260826/experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,NO,name matched bounded patch/archive/log search but mentioned none of the three recorded bases,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
