step,t_start,t_end,h,h_hex,scheduler_time_hex,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
17,0.32,0.34,0.02,0x1.47ae147ae147bp-6,0x1.5c28f5c28f5c3p-2,5764607523034235/18014398509481984,97998327891581995/288230376151711744,True,17,0,2.1283361807052814,2.31964056694771,1.9237025925891225,2.048238061297971,2.1283361807052876,2.3196405669477036,1.9237025925891253,2.0482380612979654,2.0870752144239777,2.3211747189722933,1.9114074345983625,2.124343663939257,2.087075214423996,2.3211747189722756,1.9114074345983718,2.12434366393924
18,0.34,0.36,0.02,0x1.47ae147ae147bp-6,0x1.70a3d70a3d70ap-2,97998327891581995/288230376151711744,51881467707308115/144115188075855872,True,18,0,2.162657207559397,2.3597702463228605,1.8581975293579072,1.9895848331438684,2.162657207559403,2.3597702463228547,1.85819752935791,1.9895848331438655,2.123612287173029,2.361593006117861,1.8444300483097196,2.0654282346041457,2.123612287173047,2.361593006117843,1.844430048309729,2.0654282346041297
19,0.36,0.38,0.02,0x1.47ae147ae147bp-6,0x1.851eb851eb852p-2,51881467707308115/144115188075855872,109527542937650465/288230376151711744,True,19,0,2.1947339806672908,2.3964000804544625,1.7953832640436995,1.9325523081723126,2.194733980667297,2.3964000804544563,1.7953832640437024,1.9325523081723097,2.1582951105500916,2.3984871392846934,1.7802398750514274,2.0076175845282673,2.15829511055011,2.3984871392846756,1.780239875051436,2.0076175845282527
20,0.38,0.4,0.02,0x1.47ae147ae147bp-6,0x1.999999999999ap-2,109527542937650465/288230376151711744,28823037615171175/72057594037927936,True,20,0,2.2244038227135405,2.429048268617952,1.7357247157568605,1.8774414689266765,2.2244038227135468,2.4290482686179464,1.7357247157568636,1.8774414689266736,2.190927821540133,2.4313647224215678,1.7193499765931823,1.951201439328285,2.1909278215401518,2.4313647224215496,1.7193499765931908,1.9512014393282762
21,0.4,0.42,0.02,0x1.47ae147ae147bp-6,0x1.ae147ae147ae1p-2,28823037615171175/72057594037927936,121056757983718935/288230376151711744,True,21,0,2.2514317993981705,2.4574142531116587,1.6796088044299946,1.8245341276761737,2.2514317993981767,2.457414253111653,1.6796088044299973,1.824534127676171,2.2212294172888525,2.4599171630875243,1.6621907804220104,1.896466294705829,2.2212294172888702,2.459917163087507,1.6621907804220188,1.8964662947058204
22,0.42,0.44,0.02,0x1.47ae147ae147bp-6,0x1.c28f5c28f5c29p-2,121056757983718935/288230376151711744,63410682753376585/144115188075855872,True,22,0,2.275613311688819,2.4812905762902795,1.6273071894472535,1.7741134196299981,2.275613311688825,2.481290576290273,1.6273071894472564,1.7741134196299952,2.2489085848660366,2.4839621087436763,1.6090601406838856,1.8437259498937506,2.2489085848660557,2.4839621087436576,1.6090601406838942,1.843725949893742
23,0.44,0.46,0.02,0x1.47ae147ae147bp-6,0x1.d70a3d70a3d71p-2,63410682753376585/144115188075855872,132585973029787405/288230376151711744,True,23,0,2.2966725759229503,2.500673298455959,1.578997900902406,1.7264307090833597,2.296672575922956,2.500673298455953,1.578997900902409,1.7264307090833566,2.273612960540991,2.5035063649159968,1.5601518421558744,1.7932783794537768,2.2736129605410085,2.503506364915979,1.5601518421558835,1.7932783794537677
24,0.46,0.48,0.02,0x1.47ae147ae147bp-6,0x1.eb851eb851eb8p-2,132585973029787405/288230376151711744,17293822569102705/36028797018963968,True,24,0,2.314350385579817,2.5156753768139373,1.5346747198223476,1.6817924124727066,2.314350385579823,2.515675376813931,1.5346747198223505,1.6817924124727037,2.2950581209363334,2.518621448078501,1.5154275043744914,1.7455266795252105,2.295058120936351,2.518621448078483,1.5154275043744994,1.7455266795252027
25,0.48,0.5,0.02,0x1.47ae147ae147bp-6,0x1.0000000000000p-1,17293822569102705/36028797018963968,144115188075855875/288230376151711744,True,25,0,2.328785622423586,2.526138612483785,1.494301889814935,1.6404092187584223,2.328785622423592,2.526138612483779,1.4943018898149378,1.6404092187584194,2.313316610177778,2.5291512127775704,1.4747750312505048,1.7008213380174921,2.313316610177796,2.5291512127775517,1.474775031250514,1.700821338017483
26,0.5,0.52,0.02,0x1.47ae147ae147bp-6,0x1.0a3d70a3d70a4p-1,144115188075855875/288230376151711744,74939897799445055/144115188075855872,True,26,0,2.3399679306263157,2.532173364096186,1.45803357692175,1.6021817361923627,2.339967930626322,2.5321733640961797,1.4580335769217532,1.6021817361923598,2.3283089641920713,2.535215930844109,1.4384471374001526,1.6590240235002858,2.3283089641920895,2.5352159308440907,1.4384471374001608,1.6590240235002771
27,0.52,0.54,0.02,0x1.47ae147ae147bp-6,0x1.147ae147ae148p-1,74939897799445055/144115188075855872,155644403121924345/288230376151711744,True,27,0,2.3478864833932076,2.533994778002582,1.425770089236462,1.567157053979481,2.347886483393214,2.5339947780025764,1.4257700892364646,1.5671570539794784,2.3399820427807714,2.5370210098884076,1.4063171640876333,1.6202623732862915,2.3399820427807905,2.5370210098883894,1.406317164087642,1.6202623732862826
28,0.54,0.56,0.02,0x1.47ae147ae147bp-6,0x1.1eb851eb851ecp-1,155644403121924345/288230376151711744,40352252661239645/72057594037927936,True,28,0,2.352627328161012,2.531808029463941,1.3973423549647577,1.5353597668397918,2.352627328161018,2.531808029463935,1.3973423549647608,1.5353597668397887,2.3483738339378126,2.5347760887517086,1.3781920846736164,1.5846310199846914,2.3483738339378304,2.5347760887516912,1.3781920846736253,1.5846310199846825
29,0.56,0.58,0.02,0x1.47ae147ae147bp-6,0x1.28f5c28f5c28fp-1,40352252661239645/72057594037927936,167173618167992815/288230376151711744,True,29,0,2.354291779445874,2.5258721201166816,1.372615061795005,1.5067050784551914,2.3542917794458793,2.5258721201166763,1.372615061795008,1.5067050784551883,2.3530886135608178,2.5292026582042433,1.3539271605790524,1.552092412084155,2.3530886135608355,2.5292026582042255,1.353927160579061,1.552092412084146
30,0.58,0.6,0.02,0x1.47ae147ae147bp-6,0x1.3333333333333p-1,167173618167992815/288230376151711744,86469112845513525/144115188075855872,True,30,0,2.3529988221576716,2.5164794511105644,1.3513869333204418,1.481115348116071,2.352998822157678,2.516479451110558,1.3513869333204447,1.4811153481160682,2.3518098855111633,2.5230030543399007,1.33329245301424,1.522626986840487,2.351809885511181,2.523003054339883,1.3332924530142491,1.5226269868404785
31,0.6,0.62,0.02,0x1.47ae147ae147bp-6,0x1.3d70a3d70a3d7p-1,86469112845513525/144115188075855872,178702833214061285/288230376151711744,True,31,0,2.3488866918286964,2.503937271713409,1.3334390424439486,1.4584878987212222,2.348886691828703,2.503937271713403,1.333439042443952,1.4584878987212189,2.347727537129839,2.513415790491465,1.3160424221737501,1.496180058529279,2.3477275371298574,2.5134157904914476,1.3160424221737592,1.4961800585292702
32,0.62,0.64,0.02,0x1.47ae147ae147bp-6,0x1.47ae147ae147bp-1,178702833214061285/288230376151711744,5764607523034235/9007199254740992,True,32,0,2.342099258463403,2.4885661737161917,1.3185418528801693,1.4387025682157333,2.3420992584634095,2.4885661737161855,1.3185418528801724,1.43870256821573,2.340982242874051,2.5007551432573023,1.3019214430601505,1.4726716233471493,2.340982242874069,2.500755143257284,1.3019214430601596,1.4726716233471402
33,0.64,0.66,0.02,0x1.47ae147ae147bp-6,0x1.51eb851eb851fp-1,5764607523034235/9007199254740992,190232048260129755/288230376151711744,True,33,0,2.3328243508643087,2.470648684455103,1.306454629107051,1.4216351400499603,2.3328243508643145,2.470648684455097,1.3064546291070536,1.4216351400499574,2.3317587458947417,2.485303697740777,1.2906605382075154,1.4520134168424055,2.33175874589476,2.485303697740759,1.290660538207524,1.4520134168423966
34,0.66,0.68,0.02,0x1.47ae147ae147bp-6,0x1.5c28f5c28f5c3p-1,190232048260129755/288230376151711744,97998327891581995/144115188075855872,True,34,0,2.3212426422196177,2.450469882859542,1.296970568680112,1.4071226863470927,2.321242642219624,2.4504698828595357,1.2969705686801154,1.4071226863470894,2.3202351142099977,2.467351424949162,1.282035416602295,1.4340624005229654,2.320235114210016,2.467351424949144,1.2820354166023047,1.434062400522956
35,0.68,0.7000000000000001,0.02,0x1.47ae147ae147bp-6,0x1.6666666666667p-1,97998327891581995/144115188075855872,201761263306198225/288230376151711744,True,35,0,2.3075282433005824,2.4283084913369613,1.2898742270938786,1.3950146425652823,2.307528243300589,2.4283084913369546,1.2898742270938814,1.3950146425652794,2.306581888314085,2.44718706989332,1.2758118866363186,1.4186849030938629,2.3065818883141036,2.4471870698933014,1.2758118866363277,1.4186849030938542
36,0.7000000000000001,0.72,0.02,0x1.47ae147ae147bp-6,0x1.70a3d70a3d70ap-1,201761263306198225/288230376151711744,51881467707308115/72057594037927936,True,36,0,2.291867896229911,2.4044114262944585,1.2849585271169919,1.3851623876640293,2.2918678962299173,2.4044114262944523,1.2849585271169948,1.3851623876640264,2.2909842509213623,2.42506866221864,1.2717664501012755,1.4057436073935452,2.2909842509213796,2.425068662218622,1.2717664501012846,1.4057436073935359
37,0.72,0.74,0.02,0x1.47ae147ae147bp-6,0x1.7ae147ae147aep-1,51881467707308115/72057594037927936,213290478352266695/288230376151711744,True,37,0,2.27444120346729,2.3790092928282336,1.282033990239364,1.3774147047124767,2.2744412034672954,2.379009292828228,1.282033990239367,1.3774147047124738,2.2736212124998953,2.401239116012125,1.269696080197143,1.3950933503588698,2.2736212124999136,2.4012391160121065,1.2696960801971522,1.395093350358861
38,0.74,0.76,0.02,0x1.47ae147ae147bp-6,0x1.851eb851eb852p-1,213290478352266695/288230376151711744,109527542937650465/144115188075855872,True,38,0,2.25541869905528,2.3523155789306593,1.2809278185414446,1.371621933663273,2.255418699055286,2.3523155789306527,1.2809278185414479,1.3716219336632696,2.254661906107812,2.3759264061095635,1.2694208248385312,1.3865825135971368,2.2546619061078297,2.3759264061095458,1.26942082483854,1.3865825135971281
39,0.76,0.78,0.02,0x1.47ae147ae147bp-6,0x1.8f5c28f5c28f6p-1,109527542937650465/144115188075855872,224819693398335165/288230376151711744,True,39,0,2.2349656566442944,2.324521404002936,1.2814774024073508,1.3676444485738535,2.2349656566443,2.32452140400293,1.2814774024073539,1.3676444485738504,2.234270477818895,2.3493365863121736,1.2707708631107106,1.380068579101213,2.234270477818914,2.3493365863121545,1.2707708631107197,1.3800685791012037
40,0.78,0.8,0.02,0x1.47ae147ae147bp-6,0x1.999999999999ap-1,224819693398335165/288230376151711744,28823037615171175/36028797018963968,True,40,0,2.213238175301019,2.295799021174989,1.2835339613948513,1.365349986073963,2.213238175301025,2.2957990211749832,1.2835339613948546,1.3653499860739597,2.212602240107136,2.3216567142742504,1.2735921044240768,1.375414000187118,2.2126022401071523,2.321656714274233,1.2735921044240857,1.3754140001871091
41,0.8,0.8200000000000001,0.02,0x1.47ae147ae147bp-6,0x1.a3d70a3d70a3ep-1,28823037615171175/36028797018963968,236348908444403635/288230376151711744,True,41,0,2.1903823221592056,2.2663030290051402,1.2869646141920523,1.3646117796108883,2.1903823221592122,2.2663030290051336,1.2869646141920554,1.3646117796108852,2.1898027105695332,2.2930557806040603,1.277117326890264,1.3731156536810079,2.189802710569551,2.293055780604043,1.2771173268902731,1.3731156536809985
42,0.8200000000000001,0.84,0.02,0x1.47ae147ae147bp-6,0x1.ae147ae147ae1p-1,236348908444403635/288230376151711744,121056757983718935/144115188075855872,True,42,0,2.1665338682629303,2.2361715516807483,1.291647761928948,1.365312805584612,2.166533868262936,2.2361715516807426,1.291647761928951,1.365312805584609,2.1660072896709703,2.2636856663051055,1.2810816502911533,1.3731892837323865,2.166007289670989,2.2636856663050877,1.2810816502911624,1.3731892837323771
43,0.84,0.86,0.02,0x1.47ae147ae147bp-6,0x1.b851eb851eb85p-1,121056757983718935/144115188075855872,247878123490472105/288230376151711744,True,43,0,2.141818881383652,2.2055269461869393,1.2974737973871557,1.3673442967964982,2.1418188813836587,2.2055269461869327,1.297473797387159,1.367344296796495,2.1413418402267004,2.2336816698575093,1.2862617244090628,1.3746297407548658,2.141341840226719,2.2336816698574906,1.286261724409072,1.3746297407548569
44,0.86,0.88,0.02,0x1.47ae147ae147bp-6,0x1.c28f5c28f5c29p-1,247878123490472105/288230376151711744,63410682753376585/72057594037927936,True,44,0,2.116353488881692,2.1744775874048687,1.3043439205990184,1.37060587332008,2.1163534888816984,2.1744775874048625,1.3043439205990213,1.3706058733200772,2.115922408285562,2.2031642110243452,1.2925489822725027,1.3773368122505432,2.11592240828558,2.203164211024327,1.2925489822725114,1.3773368122505343
45,0.88,0.9,0.02,0x1.47ae147ae147bp-6,0x1.ccccccccccccdp-1,63410682753376585/72057594037927936,259407338536540575/288230376151711744,True,45,0,2.090244083853306,2.143119345822655,1.3121698509484119,1.3750046083491048,2.090244083853311,2.1431193458226496,1.312169850948415,1.3750046083491017,2.0898553913447944,2.172240277899619,1.299846724160652,1.3812170015742615,2.0898553913448126,2.1722402778996006,1.2998467241606608,1.3812170015742526
46,0.9,0.92,0.02,0x1.47ae147ae147bp-6,0x1.d70a3d70a3d71p-1,259407338536540575/288230376151711744,132585973029787405/144115188075855872,True,46,0,2.063587895706185,2.1115367547757895,1.320872149811932,1.3804553953113494,2.06358789570619,2.111536754775784,1.3208721498119351,1.3804553953113465,2.0632381339330634,2.141004541932822,1.3080681500256366,1.3861842296371272,2.063238133933081,2.1410045419328045,1.308068150025645,1.3861842296371185
47,0.92,0.9400000000000001,0.02,0x1.47ae147ae147bp-6,0x1.e147ae147ae15p-1,132585973029787405/144115188075855872,270936553582609045/288230376151711744,True,47,0,2.036473675828393,2.0798040558682955,1.3303795676834669,1.3868802623323648,2.0364736758283986,2.0798040558682898,1.33037956768347,1.3868802623323615,2.036159526880506,2.1095404928920543,1.317135669301919,1.3921592009289103,2.036159526880525,2.109540492892035,1.3171356693019285,1.3921592009289006
48,0.9400000000000001,0.96,0.02,0x1.47ae147ae147bp-6,0x1.eb851eb851eb8p-1,270936553582609045/288230376151711744,17293822569102705/18014398509481984,True,48,0,2.0089818967229807,2.047986682145203,1.340628161173834,1.3942079315589322,2.0089818967229855,2.047986682145198,1.3406281611738367,1.3942079315589297,2.0087002144527193,2.077921938619521,1.326979873954362,1.3990690993067723,2.0087002144527375,2.0779219386195034,1.3269798739543708,1.3990690993067634
49,0.96,0.98,0.02,0x1.47ae147ae147bp-6,0x1.f5c28f5c28f5cp-1,17293822569102705/18014398509481984,282465768628677515/288230376151711744,True,49,0,1.9811854833899434,2.016142130285141,1.3515607664181337,1.4023730678729796,1.981185483389946,2.016142130285137,1.3515607664181364,1.4023730678729769,1.980933315676959,2.0462139262808825,1.3375389480297875,1.406846878013988,1.980933315676969,2.046213926280865,1.3375389480297963,1.406846878013979
50,0.98,1.0,0.02,0x1.47ae147ae147bp-6,0x1.0000000000000p+0,282465768628677515/288230376151711744,144115188075855875/144115188075855872,True,50,0,1.9516486938528568,1.9858236387402357,1.3630512999429683,1.411389703081648,1.9516486938528592,1.9858236387402333,1.3630512999429707,1.4113897030816451,1.951417272773882,2.0159825006163747,1.34867773589261,1.4155098840572535,1.9514172727738908,2.0159825006163588,1.3486777358926192,1.4155098840572442
51,1.0,1.02,0.02,0x1.47ae147ae147bp-6,0x1.051eb851eb852p+0,144115188075855875/144115188075855872,293994983674745985/288230376151711744,True,51,0,1.9217241324128864,1.9557814769540596,1.3751204749790356,1.421137514437899,1.9217241324128886,1.9557814769540574,1.3751204749790382,1.4211375144378966,1.921510619182793,1.9859782913569939,1.3604183799192249,1.4249311769324244,1.921510619182802,1.9859782913569852,1.3604183799192333,1.4249311769324156
52,1.02,1.04,0.02,0x1.47ae147ae147bp-6,0x1.0a3d70a3d70a4p+0,293994983674745985/288230376151711744,74939897799445055/72057594037927936,True,52,0,1.8918111522021617,1.925708645746394,1.3877436179042841,1.4315501147901188,1.8918111522021643,1.9257086457463917,1.3877436179042868,1.4315501147901164,1.89161424286861,1.9558984077994663,1.3727344232336032,1.435041491010934,1.8916142428686191,1.9558984077994572,1.3727344232336123,1.435041491010925
53,1.04,1.06,0.02,0x1.47ae147ae147bp-6,0x1.0f5c28f5c28f6p+0,74939897799445055/72057594037927936,305524198720814455/288230376151711744,True,53,0,1.8619480882373152,1.8956493207234788,1.4008821980873232,1.442583065121942,1.8619480882373178,1.8956493207234761,1.4008821980873258,1.4425830651219396,1.8617504941575835,1.9258080622304945,1.3855847475837308,1.4457947976230894,1.8617504941575924,1.9258080622304854,1.3855847475837406,1.4457947976230798
54,1.06,1.08,0.02,0x1.47ae147ae147bp-6,0x1.147ae147ae148p+0,305524198720814455/288230376151711744,155644403121924345/144115188075855872,True,54,0,1.8321691619636762,1.865642763816093,1.4145013521863037,1.4541957281369569,1.8321691619636786,1.8656427638160906,1.4145013521863061,1.4541957281369544,1.8319673883193188,1.8957372366179777,1.39893229246938,1.4571489219138303,1.831967388319328,1.8957372366179686,1.398932292469389,1.4571489219138214
55,1.08,1.1,0.02,0x1.47ae147ae147bp-6,0x1.199999999999ap+0,155644403121924345/144115188075855872,317053413766882925/288230376151711744,True,55,0,1.8024716581524096,1.8357571477504835,1.428567927622117,1.4663523937352254,1.802471658152412,1.835757147750481,1.4285679276221195,1.466352393735223,1.8022664924584548,1.8657538477207622,1.412741953939713,1.469066772612875,1.8022664924584642,1.865753847720753,1.4127419539397224,1.4690667726128652
56,1.1,1.12,0.02,0x1.47ae147ae147bp-6,0x1.1eb851eb851ecp+0,317053413766882925/288230376151711744,40352252661239645/36028797018963968,True,56,0,1.7729104176898727,1.805995869067348,1.4430544862320684,1.4790176224082419,1.7729104176898753,1.8059958690673452,1.443054486232071,1.4790176224082394,1.772702597808456,1.8358649281040598,1.4269848102577176,1.4815114251874033,1.772702597808465,1.8358649281040504,1.4269848102577265,1.4815114251873946
57,1.12,1.1400000000000001,0.02,0x1.47ae147ae147bp-6,0x1.23d70a3d70a3ep+0,40352252661239645/36028797018963968,328582628812951395/288230376151711744,True,57,0,1.7435180398019852,1.7763781999370176,1.457935169473707,1.492159660757017,1.7435180398019878,1.776378199937015,1.4579351694737097,1.4921596607570142,1.7433082030657907,1.8060930409143818,1.4416337084928934,1.4944497802550625,1.7433082030657994,1.8060930409143732,1.4416337084929025,1.4944497802550534
58,1.1400000000000001,1.16,0.02,0x1.47ae147ae147bp-6,0x1.28f5c28f5c28fp+0,328582628812951395/288230376151711744,167173618167992815/144115188075855872,True,58,0,1.7143160635403252,1.7469288094978581,1.4731859243373828,1.5057496332171205,1.7143160635403278,1.7469288094978557,1.4731859243373853,1.5057496332171179,1.714104737390108,1.7764658002406783,1.456663490531111,1.507851722182128,1.7141047373901173,1.776465800240669,1.456663490531121,1.5078517221821184
59,1.16,1.18,0.02,0x1.47ae147ae147bp-6,0x1.2e147ae147ae1p+0,167173618167992815/144115188075855872,340111843859019865/288230376151711744,True,59,0,1.6853149909424225,1.7176783779945264,1.488784266004934,1.5197612490131187,1.6853149909424252,1.717678377994524,1.4887842660049364,1.519761249013116,1.6851025855353006,1.7470165203215846,1.472050731384958,1.5216898200781452,1.6851025855353094,1.7470165203215757,1.472050731384967,1.5216898200781366
60,1.18,1.2,0.02,0x1.47ae147ae147bp-6,0x1.3333333333333p+0,340111843859019865/288230376151711744,86469112845513525/72057594037927936,True,60,0,1.6565113027269285,1.6886671535203666,1.504708931096321,1.5341706713113645,1.6565113027269311,1.6886671535203641,1.5047089310963238,1.534170671311362,1.6562980958898417,1.717787813612689,1.487773362606511,1.535939199137328,1.6562980958898508,1.7177878136126798,1.4877733626065202,1.5359391991373192
61,1.2,1.22,0.02,0x1.47ae147ae147bp-6,0x1.3851eb851eb85p+0,86469112845513525/72057594037927936,351641058905088335/288230376151711744,True,61,0,1.6279521014467093,1.6598807627881076,1.5209423803215563,1.5489536452967247,1.6279521014467118,1.6598807627881054,1.5209423803215587,1.5489536452967225,1.6277383946269492,1.6887672610457203,1.503813294640368,1.5505745239122002,1.6277383946269586,1.6887672610457114,1.503813294640377,1.550574523912191
