analytic_containment_applicability,analytic_containment_passed,analytic_reference_contained,cold_total_configuration_time_s,compile_or_jit_time_s,completed_requested_horizon,completed_steps,device,dtype,engine_internal_time_s,evaluation_time,failure_category,first_step_time_s,h,measurement_phase,memory_measurement_reason,message,native_validation_passed,peak_process_rss_kib,plot_report_time_s,posthoc_validation_time_s,repetition,requested_horizon,requested_steps,runtime_boundary_version,steady_full_configuration_time_s,steady_step_time_s,steady_total_configuration_time_s,successful_horizon,system,tool,trajectory_sanity_passed,variant,width_at_evaluation_time
required,True,True,0.008567458018660545,2.072862333036028,True,3,cpu,MPFR_interval_53_bit,0.00843216700013727,0.03,completed,0.000364,0.01,cold,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,4.320900188758969e-05,0,0.03,3,total_configuration_v2,0.008567458018660545,0.0003185,0.008567458018660545,0.03,riccati,flowstar,True,root_cause_order4_selected,0.10045165608075761
required,True,True,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.008623040979728103,0.03,completed,0.000347,0.01,steady,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,2.541701542213559e-05,1,0.03,3,total_configuration_v2,0.00875962502323091,0.0003185,0.00875962502323091,0.03,riccati,flowstar,True,root_cause_order4_selected,0.10045165608075761
required,True,True,0.008429292007349432,1.5557169999810867,True,3,cpu,MPFR_interval_53_bit,0.008255916007328779,0.03,completed,0.000167,0.01,cold,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,4.7916953917592764e-05,0,0.03,3,total_configuration_v2,0.008429292007349432,0.00013250000000000002,0.008429292007349432,0.03,harmonic,flowstar,True,root_cause_order4_selected,0.20590910756516656
required,True,True,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.007444499991834164,0.03,completed,0.000166,0.01,steady,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,3.970798570662737e-05,1,0.03,3,total_configuration_v2,0.007658209011424333,0.00013450000000000002,0.007658209011424333,0.03,harmonic,flowstar,True,root_cause_order4_selected,0.20590910756516656
not_applicable,False,,0.015148542006500065,1.4320328749599867,True,3,cpu,MPFR_interval_53_bit,0.014995166042353958,0.015,completed,0.001115,0.005,cold,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,1.6417005099356174e-05,0,0.015,3,total_configuration_v2,0.015148542006500065,0.0011510000000000001,0.015148542006500065,0.015,coupled_quadratic,flowstar,True,root_cause_order4_selected,0.04019113375564379
not_applicable,False,,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.01502724998863414,0.015,completed,0.001089,0.005,steady,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,1.9666971638798714e-05,1,0.015,3,total_configuration_v2,0.015239000029396266,0.001163,0.015239000029396266,0.015,coupled_quadratic,flowstar,True,root_cause_order4_selected,0.04019113375564379
not_applicable,False,,0.020550374989397824,1.4357453749980778,True,3,cpu,MPFR_interval_53_bit,0.020377749984618276,0.015,completed,0.001323,0.005,cold,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,1.712498487904668e-05,0,0.015,3,total_configuration_v2,0.020550374989397824,0.0015869999999999999,0.020550374989397824,0.015,van_der_pol,flowstar,True,root_cause_order4_selected,0.3012732007480894
not_applicable,False,,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.02231687499443069,0.015,completed,0.001299,0.005,steady,repetitions share a parent process; isolated configuration peak was not measured,,True,unavailable,0.0,2.983299782499671e-05,1,0.015,3,total_configuration_v2,0.022531624999828637,0.001509,0.022531624999828637,0.015,van_der_pol,flowstar,True,root_cause_order4_selected,0.3012732007480894
